序号,汉字,发音,首字母,笔画数,几级字,多音数
4837,圉,yǔ,Y,11,2,
4838,蚱,zhà,Z,11,2,
4839,蛉,líng,L,11,2,
4840,蛏,chēng,C,11,2,
4841,蚴,yòu,Y,11,2,
4842,啁,zhāo|zhōu,Z,11,2,2
4843,啕,táo,T,11,2,
4844,唿,hū,H,11,2,
4845,啐,cuì,C,11,2,
4846,唼,shà,S,11,2,
4847,唷,yō,Y,11,2,
4848,啖,dàn,D,11,2,
4849,啵,bo,B,11,2,
4850,啶,dìng,D,11,2,
4851,啷,lāng,L,11,2,
4852,唳,lì,L,11,2,
4853,唰,shuā,S,11,2,
4854,啜,chuài|chuò,C,11,2,2
4855,帻,zé,Z,11,2,
4856,崚,léng,L,11,2,
4857,崦,yān,Y,11,2,
4858,帼,guó,G,11,2,
4859,崮,gù,G,11,2,
4860,崤,xiáo,X,11,2,
4861,崆,kōng,K,11,2,
4862,赇,qiú,Q,11,2,
4863,赈,zhèn,Z,11,2,
4864,赊,shē,S,11,2,
4865,铑,lǎo,L,11,2,
4866,铒,ěr,Ě,11,2,
4867,铗,jiá,J,11,2,
4868,铙,náo,N,11,2,
4869,铟,yīn,Y,11,2,
4870,铠,kǎi,K,11,2,
4871,铡,zhá,Z,11,2,
4872,铢,zhū,Z,11,2,
4873,铣,xǐ,X,11,2,
4874,铤,tǐng,T,11,2,
4875,铧,huá,H,11,2,
4876,铨,quán,Q,11,2,
4877,铩,shā,S,11,2,
4878,铪,hā,H,11,2,
4879,铫,diào|yáo,D,11,2,2
4880,铬,gè,G,11,2,
4881,铮,zhēng,Z,11,2,
4882,铯,sè,S,11,2,
4883,铰,jiǎo,J,11,2,
4884,铱,yī,Y,11,2,
4885,铳,chòng,C,11,2,
4886,铵,ǎn,Ǎ,11,2,
4887,铷,rú,R,11,2,
4888,氪,kè,K,11,2,
4889,牾,wǔ,W,11,2,
4890,鸹,guā,G,11,2,
4891,秾,nóng,N,11,2,
4892,逶,wēi,W,11,2,
4893,笺,jiān,J,11,2,
4894,筇,qióng,Q,11,2,
4895,笸,pǒ,P,11,2,
4896,笪,dá,D,11,2,
4897,笮,zé|zuó,Z,11,2,2
4898,笠,lì,L,11,2,
4899,笥,sì,S,11,2,
4900,笤,tiáo,T,11,2,
4901,笳,jiā,J,11,2,
4902,笾,biān,B,11,2,
4903,笞,chī,C,11,2,
4904,偾,fèn,F,11,2,
4905,偃,yǎn,Y,11,2,
4906,偕,xié,X,11,2,
4907,偈,jì,J,11,2,
4908,傀,kuǐ,K,11,2,
4909,偬,zǒng,Z,11,2,
4910,偻,lóu|lǚ,L,11,2,2
4911,皑,ái,Á,11,2,
4912,皎,jiǎo,J,11,2,
4913,鸻,héng,H,11,2,
4914,徜,cháng,C,11,2,
4915,舸,gě,G,11,2,
4916,舻,lú,L,11,2,
4917,舴,zé,Z,11,2,
4918,舷,xián,X,11,2,
4919,龛,kān,K,11,2,
4920,翎,líng,L,11,2,
4921,脬,pāo,P,11,2,
4922,脘,wǎn,W,11,2,
4923,脲,niào,N,11,2,
4924,匐,fú,F,11,2,
4925,猗,yī,Y,11,2,
4926,猡,luó,L,11,2,
4927,猞,shē,S,11,2,
4928,猝,cù,C,11,2,
4929,斛,hú,H,11,2,
4930,猕,mí,M,11,2,
4931,馗,kuí,K,11,2,
4932,馃,guǒ,G,11,2,
4933,馄,hún,H,11,2,
4934,鸾,luán,L,11,2,
4935,孰,shú,S,11,2,
4936,庹,tuǒ,T,11,2,
4937,庾,yǔ,Y,11,2,
4938,痔,zhì,Z,11,2,
4939,痍,yí,Y,11,2,
4940,疵,cī,C,11,2,
4941,翊,yì,Y,11,2,
4942,旌,jīng,J,11,2,
4943,旎,nǐ,N,11,2,
4944,袤,mào,M,11,2,
4945,阇,dū|shé,D,11,2,2
4946,阈,yù,Y,11,2,
4947,阉,yān,Y,11,2,
4948,阊,chāng,C,11,2,
4949,阋,xì,X,11,2,
4950,阍,hūn,H,11,2,
4951,阏,yān,Y,11,2,
4952,羟,qiǎng,Q,11,2,
4953,粝,lì,L,11,2,
4954,粕,pò,P,11,2,
4955,敝,bì,B,11,2,
4956,焐,wù,W,11,2,
4957,烯,xī,X,11,2,
4958,焓,hán,H,11,2,
4959,烽,fēng,F,11,2,
4960,焖,mèn,M,11,2,
4961,烷,wán,W,11,2,
4962,焗,jú,J,11,2,
4963,渍,zì,Z,11,2,
4964,渚,zhǔ,Z,11,2,
4965,淇,qí,Q,11,2,
4966,淅,xī,X,11,2,
4967,淞,sōng,S,11,2,
4968,渎,dú,D,11,2,
4969,涿,zhuō,Z,11,2,
4970,淖,nào,N,11,2,
4971,挲,sā|suō,S,11,2,2
4972,淠,pì,P,11,2,
4973,涸,hé,H,11,2,
4974,渑,miǎn,M,11,2,
4975,淦,gàn,G,11,2,
4976,淝,féi,F,11,2,
4977,淬,cuì,C,11,2,
4978,涪,fú,F,11,2,
4979,淙,cóng,C,11,2,
4980,涫,guàn,G,11,2,
4981,渌,lù,L,11,2,
4982,淄,zī,Z,11,2,
4983,惬,qiè,Q,11,2,
4984,悻,xìng,X,11,2,
4985,悱,fěi,F,11,2,
4986,惝,chǎng,C,11,2,
4987,惘,wǎng,W,11,2,
4988,悸,jì,J,11,2,
4989,惆,chóu,C,11,2,
4990,惚,hū,H,11,2,
4991,惇,dūn,D,11,2,
4992,惮,dàn,D,11,2,
4993,窕,tiǎo,T,11,2,
4994,谌,chén,C,11,2,
4995,谏,jiàn,J,11,2,
4996,扈,hù,H,11,2,
4997,皲,jūn,J,11,2,
4998,谑,xuè,X,11,2,
4999,裆,dāng,D,11,2,
5000,袷,qiā,Q,11,2,
5001,裉,kèn,K,11,2,
5002,谒,yè,Y,11,2,
5003,谔,è,È,11,2,
5004,谕,yù,Y,11,2,
5005,谖,xuān,X,11,2,
5006,谗,chán,C,11,2,
5007,谙,ān,Ā,11,2,
5008,谛,dì,D,11,2,
5009,谝,piǎn,P,11,2,
5010,逯,lù,L,11,2,
5011,郿,méi,M,11,2,
5012,隈,wēi,W,11,2,
5013,粜,tiào,T,11,2,
5014,隍,huáng,H,11,2,
5015,隗,wěi,W,11,2,
5016,婧,jìng,J,11,2,
5017,婊,biǎo,B,11,2,
5018,婕,jié,J,11,2,
5019,娼,chāng,C,11,2,
5020,婢,bì,B,11,2,
5021,婵,chán,C,11,2,
5022,胬,nǔ,N,11,2,
5023,袈,jiā,J,11,2,
5024,翌,yì,Y,11,2,
5025,恿,yǒng,Y,11,2,
5026,欸,ǎi|ê̄|ế|ê̌|ề,Ǎ,11,2,5
5027,绫,líng,L,11,2,
5028,骐,qí,Q,11,2,
5029,绮,qǐ,Q,11,2,
5030,绯,fēi,F,11,2,
5031,绱,shàng,S,11,2,
5032,骒,kè,K,11,2,
5033,绲,gǔn,G,11,2,
5034,骓,zhuī,Z,11,2,
5035,绶,shòu,S,11,2,
5036,绺,liǔ,L,11,2,
5037,绻,quǎn,Q,11,2,
5038,绾,wǎn,W,11,2,
5039,骖,cān,C,11,2,
5040,缁,zī,Z,11,2,
5041,耠,huō,H,12,2,
5042,琫,běng,B,12,2,
5043,琵,pí,P,12,2,
5044,琶,pá,P,12,2,
5045,琪,qí,Q,12,2,
5046,瑛,yīng,Y,12,2,
5047,琦,qí,Q,12,2,
5048,琥,hǔ,H,12,2,
5049,琨,kūn,K,12,2,
5050,靓,jìng|liàng,J,12,2,2
5051,琰,yǎn,Y,12,2,
5052,琮,cóng,C,12,2,
5053,琯,guǎn,G,12,2,
5054,琬,wǎn,W,12,2,
5055,琛,chēn,C,12,2,
5056,琚,jū,J,12,2,
5057,辇,niǎn,N,12,2,
5058,鼋,yuán,Y,12,2,
5059,揳,xiē,X,12,2,
5060,堞,dié,D,12,2,
5061,搽,chá,C,12,2,
5062,揸,zhā,Z,12,2,
5063,揠,yà,Y,12,2,
5064,堙,yīn,Y,12,2,
5065,趄,jū|qiè,J,12,2,2
5066,揖,yī,Y,12,2,
5067,颉,jié|xié,J,12,2,2
5068,塄,léng,L,12,2,
5069,揿,qìn,Q,12,2,
5070,耋,dié,D,12,2,
5071,揄,yú,Y,12,2,
5072,蛩,qióng,Q,12,2,
5073,蛰,zhé,Z,12,2,
5074,塆,wān,W,12,2,
5075,摒,bìng,B,12,2,
5076,揆,kuí,K,12,2,
5077,掾,yuàn,Y,12,2,
5078,聒,guō,G,12,2,
5079,葑,fēng,F,12,2,
5080,葚,rèn|shèn,R,12,2,2
5081,靰,wù,W,12,2,
5082,靸,sǎ,S,12,2,
5083,葳,wēi,W,12,2,
5084,葺,qì,Q,12,2,
5085,葸,xǐ,X,12,2,
5086,萼,è,È,12,2,
5087,葆,bǎo,B,12,2,
5088,葩,pā,P,12,2,
5089,葶,tíng,T,12,2,
5090,蒌,lóu,L,12,2,
5091,萱,xuān,X,12,2,
5092,戟,jǐ,J,12,2,
5093,葭,jiā,J,12,2,
5094,楮,chǔ,C,12,2,
5095,棼,fén,F,12,2,
5096,椟,dú,D,12,2,
5097,棹,zhào,Z,12,2,
5098,椤,luó,L,12,2,
5099,棰,chuí,C,12,2,
5100,赍,jī,J,12,2,
5101,椋,liáng,L,12,2,
5102,椁,guǒ,G,12,2,
5103,椪,pèng,P,12,2,
5104,棣,dì,D,12,2,
5105,椐,jū,J,12,2,
5106,鹁,bó,B,12,2,
5107,覃,qín|tán,Q,12,2,2
5108,酤,gū,G,12,2,
5109,酢,zuò,Z,12,2,
5110,酡,tuó,T,12,2,
5111,鹂,lí,L,12,2,
5112,厥,jué,J,12,2,
5113,殚,dān,D,12,2,
5114,殛,jí,J,12,2,
5115,雯,wén,W,12,2,
5116,雱,pāng,P,12,2,
5117,辊,gǔn,G,12,2,
5118,辋,wǎng,W,12,2,
5119,椠,qiàn,Q,12,2,
5120,辍,chuò,C,12,2,
5121,辎,zī,Z,12,2,
5122,斐,fěi,F,12,2,
5123,睄,shào,S,12,2,
5124,睑,jiǎn,J,12,2,
5125,睇,dì,D,12,2,
5126,睃,suō,S,12,2,
5127,戢,jí,J,12,2,
5128,喋,dié|zhá,D,12,2,2
5129,嗒,dā,D,12,2,
5130,喃,nán,N,12,2,
5131,喱,lí,L,12,2,
5132,喹,kuí,K,12,2,
5133,晷,guǐ,G,12,2,
5134,喈,jiē,J,12,2,
5135,跖,zhí,Z,12,2,
5136,跗,fū,F,12,2,
5137,跞,lì,L,12,2,
5138,跚,shān,S,12,2,
5139,跎,tuó,T,12,2,
5140,跏,jiā,J,12,2,
5141,跆,tái,T,12,2,
5142,蛱,jiá,J,12,2,
5143,蛲,náo,N,12,2,
5144,蛭,zhì,Z,12,2,
5145,蛳,sī,S,12,2,
5146,蛐,qū,Q,12,2,
5147,蛔,huí,H,12,2,
5148,蛞,kuò,K,12,2,
5149,蛴,qí,Q,12,2,
5150,蛟,jiāo,J,12,2,
5151,蛘,yáng,Y,12,2,
5152,喁,yóng|yú,Y,12,2,2
5153,喟,kuì,K,12,2,
5154,啾,jiū,J,12,2,
5155,嗖,sōu,S,12,2,
5156,喑,yīn,Y,12,2,
5157,嗟,jiē,J,12,2,
5158,喽,lóu|lou,L,12,2,2
5159,嗞,zī,Z,12,2,
5160,喀,kā,K,12,2,
5161,喔,wō,W,12,2,
5162,喙,huì,H,12,2,
5163,嵘,róng,R,12,2,
5164,嵖,chá,C,12,2,
5165,崴,wǎi,W,12,2,
5166,遄,chuán,C,12,2,
5167,詈,lì,L,12,2,
5168,嵎,yú,Y,12,2,
5169,崽,zǎi,Z,12,2,
5170,嵬,wéi,W,12,2,
5171,嵛,yú,Y,12,2,
5172,嵯,cuó,C,12,2,
5173,嵝,lǒu,L,12,2,
5174,嵫,zī,Z,12,2,
5175,幄,wò,W,12,2,
5176,嵋,méi,M,12,2,
5177,赕,dǎn,D,12,2,
5178,铻,wú,W,12,2,
5179,铼,lái,L,12,2,
5180,铿,kēng,K,12,2,
5181,锃,zèng,Z,12,2,
5182,锂,lǐ,L,12,2,
5183,锆,gào,G,12,2,
5184,锇,é,É,12,2,
5185,锉,cuò,C,12,2,
5186,锏,jiǎn,J,12,2,
5187,锑,tī,T,12,2,
5188,锒,láng,L,12,2,
5189,锔,jū|jú,J,12,2,2
5190,锕,ā,Ā,12,2,
5191,掣,chè,C,12,2,
5192,矬,cuó,C,12,2,
5193,氰,qíng,Q,12,2,
5194,毳,cuì,C,12,2,
5195,毽,jiàn,J,12,2,
5196,犊,dú,D,12,2,
5197,犄,jī,J,12,2,
5198,犋,jù,J,12,2,
5199,鹄,gǔ|hú,G,12,2,2
5200,犍,jiān|qián,J,12,2,2
5201,嵇,jī,J,12,2,
5202,黍,shǔ,S,12,2,
5203,稃,fū,F,12,2,
5204,稂,láng,L,12,2,
5205,筚,bì,B,12,2,
5206,筵,yán,Y,12,2,
5207,筌,quán,Q,12,2,
5208,傣,dǎi,D,12,2,
5209,傈,lì,L,12,2,
5210,舄,xì,X,12,2,
5211,牍,dú,D,12,2,
5212,傥,tǎng,T,12,2,
5213,傧,bīn,B,12,2,
5214,遑,huáng,H,12,2,
5215,傩,nuó,N,12,2,
5216,遁,dùn,D,12,2,
5217,徨,huáng,H,12,2,
5218,媭,xū,X,12,2,
5219,畲,shē,S,12,2,
5220,弑,shì,S,12,2,
5221,颌,hé,H,12,2,
5222,翕,xī,X,12,2,
5223,釉,yòu,Y,12,2,
5224,鹆,yù,Y,12,2,
5225,舜,shùn,S,12,2,
5226,貂,diāo,D,12,2,
5227,腈,jīng,J,12,2,
5228,腌,ā|yān,Ā,12,2,2
5229,腓,féi,F,12,2,
5230,腆,tiǎn,T,12,2,
5231,腴,yú,Y,12,2,
5232,腑,fǔ,F,12,2,
5233,腚,dìng,D,12,2,
5234,腱,jiàn,J,12,2,
5235,鱿,yóu,Y,12,2,
5236,鲀,tún,T,12,2,
5237,鲂,fáng,F,12,2,
5238,颍,yǐng,Y,12,2,
5239,猢,hú,H,12,2,
5240,猹,chá,C,12,2,
5241,猥,wěi,W,12,2,
5242,飓,jù,J,12,2,
5243,觞,shāng,S,12,2,
5244,觚,gū,G,12,2,
5245,猱,náo,N,12,2,
5246,颎,jiǒng,J,12,2,
5247,飧,sūn,S,12,2,
5248,馇,chā|zha,C,12,2,2
5249,馊,sōu,S,12,2,
5250,亵,xiè,X,12,2,
5251,脔,luán,L,12,2,
5252,裒,póu,P,12,2,
5253,痣,zhì,Z,12,2,
5254,痨,láo,L,12,2,
5255,痦,wù,W,12,2,
5256,痞,pǐ,P,12,2,
5257,痤,cuó,C,12,2,
5258,痫,xián,X,12,2,
5259,痧,shā,S,12,2,
5260,赓,gēng,G,12,2,
5261,竦,sǒng,S,12,2,
5262,瓿,bù,B,12,2,
5263,啻,chì,C,12,2,
5264,颏,kē|ké,K,12,2,2
5265,鹇,xián,X,12,2,
5266,阑,lán,L,12,2,
5267,阒,qù,Q,12,2,
5268,阕,què,Q,12,2,
5269,粞,xī,X,12,2,
5270,遒,qiú,Q,12,2,
5271,孳,zī,Z,12,2,
5272,焯,chāo,C,12,2,
5273,焜,kūn,K,12,2,
5274,焙,bèi,B,12,2,
5275,焱,yàn,Y,12,2,
5276,鹈,tí,T,12,2,
5277,湛,zhàn,Z,12,2,
5278,渫,xiè,X,12,2,
5279,湮,yān,Y,12,2,
5280,湎,miǎn,M,12,2,
5281,湜,shí,S,12,2,
5282,渭,wèi,W,12,2,
5283,湍,tuān,T,12,2,
5284,湫,jiǎo|qiū,J,12,2,2
5285,溲,sōu,S,12,2,
5286,湟,huáng,H,12,2,
5287,溆,xù,X,12,2,
5288,湲,yuán,Y,12,2,
5289,湔,jiān,J,12,2,
5290,湉,tián,T,12,2,
5291,渥,wò,W,12,2,
5292,湄,méi,M,12,2,
5293,滁,chú,C,12,2,
5294,愠,yùn,Y,12,2,
5295,惺,xīng,X,12,2,
5296,愦,kuì,K,12,2,
5297,惴,zhuì,Z,12,2,
5298,愀,qiǎo,Q,12,2,
5299,愎,bì,B,12,2,
5300,愔,yīn,Y,12,2,
5301,喾,kù,K,12,2,
5302,寐,mèi,M,12,2,
5303,谟,mó,M,12,2,
5304,扉,fēi,F,12,2,
5305,裢,lián,L,12,2,
5306,裎,chéng|chěng,C,12,2,2
5307,裥,jiǎn,J,12,2,
5308,祾,líng,L,12,2,
5309,祺,qí,Q,12,2,
5310,谠,dǎng,D,12,2,
5311,幂,mì,M,12,2,
5312,谡,sù,S,12,2,
5313,谥,shì,S,12,2,
5314,谧,mì,M,12,2,
5315,遐,xiá,X,12,2,
5316,孱,chán,C,12,2,
5317,弼,bì,B,12,2,
5318,巽,xùn,X,12,2,
5319,骘,zhì,Z,12,2,
5320,媪,ǎo,Ǎ,12,2,
5321,媛,yuán|yuàn,Y,12,2,2
5322,婷,tíng,T,12,2,
5323,巯,qiú,Q,12,2,
5324,翚,huī,H,12,2,
5325,皴,cūn,C,12,2,
5326,婺,wù,W,12,2,
5327,骛,wù,W,12,2,
5328,缂,kè,K,12,2,
5329,缃,xiāng,X,12,2,
5330,缄,jiān,J,12,2,
5331,彘,zhì,Z,12,2,
5332,缇,tí,T,12,2,
5333,缈,miǎo,M,12,2,
5334,缌,sī,S,12,2,
5335,缑,gōu,G,12,2,
5336,缒,zhuì,Z,12,2,
5337,缗,mín,M,12,2,
5338,飨,xiǎng,X,12,2,
5339,耢,lào,L,13,2,
5340,瑚,hú,H,13,2,
5341,瑁,mào,M,13,2,
5342,瑜,yú,Y,13,2,
5343,瑗,yuàn,Y,13,2,
5344,瑄,xuān,X,13,2,
5345,瑕,xiá,X,13,2,
5346,遨,áo,Á,13,2,
5347,骜,ào,À,13,2,
5348,韫,yùn,Y,13,2,
5349,髡,kūn,K,13,2,
5350,塬,yuán,Y,13,2,
5351,鄢,yān,Y,13,2,
5352,趔,liè,L,13,2,
5353,趑,zī,Z,13,2,
5354,摅,shū,S,13,2,
5355,摁,èn,È,13,2,
5356,蜇,zhē|zhé,Z,13,2,2
5357,搋,chuāi,C,13,2,
5358,搪,táng,T,13,2,
5359,搐,chù,C,13,2,
5360,搛,jiān,J,13,2,
5361,搠,shuò,S,13,2,
5362,摈,bìn,B,13,2,
5363,彀,gòu,G,13,2,
5364,毂,gǔ,G,13,2,
5365,搦,nuò,N,13,2,
5366,搡,sǎng,S,13,2,
5367,蓁,zhēn,Z,13,2,
5368,戡,kān,K,13,2,
5369,蓍,shī,S,13,2,
5370,鄞,yín,Y,13,2,
5371,靳,jìn,J,13,2,
5372,蓐,rù,R,13,2,
5373,蓦,mò,M,13,2,
5374,鹋,miáo,M,13,2,
5375,蒽,ēn,Ē,13,2,
5376,蓓,bèi,B,13,2,
5377,蓖,bì,B,13,2,
5378,蓊,wěng,W,13,2,
5379,蒯,kuǎi,K,13,2,
5380,蓟,jì,J,13,2,
5381,蓑,suō,S,13,2,
5382,蒿,hāo,H,13,2,
5383,蒺,jí,J,13,2,
5384,蓠,lí,L,13,2,
5385,蒟,jǔ,J,13,2,
5386,蒡,bàng,B,13,2,
5387,蒹,jiān,J,13,2,
5388,蒴,shuò,S,13,2,
5389,蒗,làng,L,13,2,
5390,蓥,yíng,Y,13,2,
5391,颐,yí,Y,13,2,
5392,楔,xiē,X,13,2,
5393,楠,nán,N,13,2,
5394,楂,zhā,Z,13,2,
5395,楝,liàn,L,13,2,
5396,楫,jí,J,13,2,
5397,楸,qiū,Q,13,2,
5398,椴,duàn,D,13,2,
5399,槌,chuí,C,13,2,
5400,楯,shǔn,S,13,2,
5401,皙,xī,X,13,2,
5402,榈,lǘ,L,13,2,
5403,槎,chá,C,13,2,
5404,榉,jǔ,J,13,2,
5405,楦,xuàn,X,13,2,
5406,楣,méi,M,13,2,
5407,楹,yíng,Y,13,2,
5408,椽,chuán,C,13,2,
5409,裘,qiú,Q,13,2,
5410,剽,piāo,P,13,2,
5411,甄,zhēn,Z,13,2,
5412,酮,tóng,T,13,2,
5413,酰,xiān,X,13,2,
5414,酯,zhǐ,Z,13,2,
5415,酩,mǐng,M,13,2,
5416,蜃,shèn,S,13,2,
5417,碛,qì,Q,13,2,
5418,碓,duì,D,13,2,
5419,硼,péng,P,13,2,
5420,碉,diāo,D,13,2,
5421,碚,bèi,B,13,2,
5422,碇,dìng,D,13,2,
5423,碜,chěn,C,13,2,
5424,鹌,ān,Ā,13,2,
5425,辏,còu,C,13,2,
5426,龃,jǔ,J,13,2,
5427,龅,bāo,B,13,2,
5428,訾,zǐ,Z,13,2,
5429,粲,càn,C,13,2,
5430,虞,yú,Y,13,2,
5431,睚,yá,Y,13,2,
5432,嗪,qín,Q,13,2,
5433,韪,wěi,W,13,2,
5434,嗷,áo,Á,13,2,
5435,嗉,sù,S,13,2,
5436,睨,nì,N,13,2,
5437,睢,suī,S,13,2,
5438,雎,jū,J,13,2,
5439,睥,pì,P,13,2,
5440,嘟,dū,D,13,2,
5441,嗑,kē|kè,K,13,2,2
5442,嗫,niè,N,13,2,
5443,嗬,hē,H,13,2,
5444,嗔,chēn,C,13,2,
5445,嗝,gé,G,13,2,
5446,戥,děng,D,13,2,
5447,嗄,shà,S,13,2,
5448,煦,xù,X,13,2,
5449,暄,xuān,X,13,2,
5450,遢,tā,T,13,2,
5451,暌,kuí,K,13,2,
5452,跬,kuǐ,K,13,2,
5453,跶,da,D,13,2,
5454,跸,bì,B,13,2,
5455,跐,cī,C,13,2,
5456,跣,xiǎn,X,13,2,
5457,跹,xiān,X,13,2,
5458,跻,jī,J,13,2,
5459,蛸,shāo|xiāo,S,13,2,2
5460,蜊,lí,L,13,2,
5461,蜍,chú,C,13,2,
5462,蜉,fú,F,13,2,
5463,蜣,qiāng,Q,13,2,
5464,畹,wǎn,W,13,2,
5465,蛹,yǒng,Y,13,2,
5466,嗣,sì,S,13,2,
5467,嗯,ńg|ňg|ǹg,Ń,13,2,3
5468,嗥,háo,H,13,2,
5469,嗲,diǎ,D,13,2,
5470,嗳,ǎi|ài,Ǎ,13,2,2
5471,嗌,ài|yì,À,13,2,2
5472,嗍,suō,S,13,2,
5473,嗨,hāi,H,13,2,
5474,嗐,hài,H,13,2,
5475,嗤,chī,C,13,2,
5476,嗵,tōng,T,13,2,
5477,罨,yǎn,Y,13,2,
5478,嵊,shèng,S,13,2,
5479,嵩,sōng,S,13,2,
5480,嵴,jí,J,13,2,
5481,骰,tóu,T,13,2,
5482,锗,zhě,Z,13,2,
5483,锛,bēn,B,13,2,
5484,锜,qí,Q,13,2,
5485,锝,dé,D,13,2,
5486,锞,kè,K,13,2,
5487,锟,kūn,K,13,2,
5488,锢,gù,G,13,2,
5489,锨,xiān,X,13,2,
5490,锩,juǎn,J,13,2,
5491,锭,dìng,D,13,2,
5492,锱,zī,Z,13,2,
5493,雉,zhì,Z,13,2,
5494,氲,yūn,Y,13,2,
5495,犏,piān,P,13,2,
5496,歃,shà,S,13,2,
5497,稞,kē,K,13,2,
5498,稗,bài,B,13,2,
5499,稔,rěn,R,13,2,
5500,筠,jūn|yún,J,13,2,2
5501,筢,pá,P,13,2,
5502,筮,shì,S,13,2,
5503,筲,shāo,S,13,2,
5504,筱,xiǎo,X,13,2,
5505,牒,dié,D,13,2,
5506,煲,bāo,B,13,2,
5507,敫,jiǎo,J,13,2,
5508,徭,yáo,Y,13,2,
5509,愆,qiān,Q,13,2,
5510,艄,shāo,S,13,2,
5511,觎,yú,Y,13,2,
5512,毹,shū,S,13,2,
5513,貊,mò,M,13,2,
5514,貅,xiū,X,13,2,
5515,貉,háo|hé,H,13,2,2
5516,颔,hàn,H,13,2,
5517,腠,còu,C,13,2,
5518,腩,nǎn,N,13,2,
5519,腼,miǎn,M,13,2,
5520,腭,è,È,13,2,
5521,腧,shù,S,13,2,
5522,塍,chéng,C,13,2,
5523,媵,yìng,Y,13,2,
5524,詹,zhān,Z,13,2,
5525,鲅,bà,B,13,2,
5526,鲆,píng,P,13,2,
5527,鲇,nián,N,13,2,
5528,鲈,lú,L,13,2,
5529,稣,sū,S,13,2,
5530,鲋,fù,F,13,2,
5531,鲐,tái,T,13,2,
5532,肄,yì,Y,13,2,
5533,鹐,qiān,Q,13,2,
5534,飕,sōu,S,13,2,
5535,觥,gōng,G,13,2,
5536,遛,liù,L,13,2,
5537,馐,xiū,X,13,2,
5538,鹑,chún,C,13,2,
5539,亶,dǎn,D,13,2,
5540,瘃,zhú,Z,13,2,
5541,痱,fèi,F,13,2,
5542,痼,gù,G,13,2,
5543,痿,wěi,W,13,2,
5544,瘐,yǔ,Y,13,2,
5545,瘁,cuì,C,13,2,
5546,瘆,shèn,S,13,2,
5547,麂,jǐ,J,13,2,
5548,裔,yì,Y,13,2,
5549,歆,xīn,X,13,2,
5550,旒,liú,L,13,2,
5551,雍,yōng,Y,13,2,
5552,阖,hé,H,13,2,
5553,阗,tián,T,13,2,
5554,阙,quē|què,Q,13,2,2
5555,羧,suō,S,13,2,
5556,豢,huàn,H,13,2,
5557,粳,jīng,J,13,2,
5558,猷,yóu,Y,13,2,
5559,煳,hú,H,13,2,
5560,煜,yù,Y,13,2,
5561,煨,wēi,W,13,2,
5562,煅,duàn,D,13,2,
5563,煊,xuān,X,13,2,
5564,煸,biān,B,13,2,
5565,煺,tuì,T,13,2,
5566,滟,yàn,Y,13,2,
5567,溱,qín,Q,13,2,
5568,溘,kè,K,13,2,
5569,漭,mǎng,M,13,2,
5570,滢,yíng,Y,13,2,
5571,溥,pǔ,P,13,2,
5572,溧,lì,L,13,2,
5573,溽,rù,R,13,2,
5574,裟,shā,S,13,2,
5575,溻,tā,T,13,2,
5576,溷,hùn,H,13,2,
5577,滗,bì,B,13,2,
5578,滫,xiǔ,X,13,2,
5579,溴,xiù,X,13,2,
5580,滏,fǔ,F,13,2,
5581,滃,wēng,W,13,2,
5582,滦,luán,L,13,2,
5583,溏,táng,T,13,2,
5584,滂,pāng,P,13,2,
5585,滓,zǐ,Z,13,2,
5586,溟,míng,M,13,2,
5587,滪,yù,Y,13,2,
5588,愫,sù,S,13,2,
5589,慑,shè,S,13,2,
5590,慊,qiàn|qiè,Q,13,2,2
5591,鲎,hòu,H,13,2,
5592,骞,qiān,Q,13,2,
5593,窦,dòu,D,13,2,
5594,窠,kē,K,13,2,
5595,窣,sū,S,13,2,
5596,裱,biǎo,B,13,2,
5597,褚,chǔ,C,13,2,
5598,裨,bì,B,13,2,
5599,裾,jū,J,13,2,
5600,裰,duō,D,13,2,
5601,禊,xì,X,13,2,
5602,谩,màn,M,13,2,
5603,谪,zhé,Z,13,2,
5604,媾,gòu,G,13,2,
5605,嫫,mó,M,13,2,
5606,媲,pì,P,13,2,
5607,嫒,ài,À,13,2,
5608,嫔,pín,P,13,2,
5609,媸,chī,C,13,2,
5610,缙,jìn,J,13,2,
5611,缜,zhěn,Z,13,2,
5612,缛,rù,R,13,2,
5613,辔,pèi,P,13,2,
5614,骝,liú,L,13,2,
5615,缟,gǎo,G,13,2,
5616,缡,lí,L,13,2,
5617,缢,yì,Y,13,2,
5618,缣,jiān,J,13,2,
5619,骟,shàn,S,13,2,
5620,耥,tāng,T,14,2,
5621,璈,áo,Á,14,2,
5622,瑶,yáo,Y,14,2,
5623,瑭,táng,T,14,2,
5624,獒,áo,Á,14,2,
5625,觏,gòu,G,14,2,
5626,慝,tè,T,14,2,
5627,嫠,lí,L,14,2,
5628,韬,tāo,T,14,2,
5629,叆,ài,À,14,2,
5630,髦,máo,M,14,2,
5631,摽,biào,B,14,2,
5632,墁,màn,M,14,2,
5633,撂,liào,L,14,2,
5634,摞,luò,L,14,2,
5635,撄,yīng,Y,14,2,
5636,翥,zhù,Z,14,2,
5637,踅,xué,X,14,2,
5638,摭,zhí,Z,14,2,
5639,墉,yōng,Y,14,2,
5640,墒,shāng,S,14,2,
5641,榖,gǔ,G,14,2,
5642,綦,qí,Q,14,2,
