id,char,pinyin,initial,strokes,level,polyphonic
4539,铆,mǎo,M,10,2,False
4540,铈,shì,S,10,2,False
4541,铉,xuàn,X,10,2,False
4542,铊,tā|tuó,T,10,2,True
4543,铋,bì,B,10,2,False
4544,铌,ní,N,10,2,False
4545,铍,pí,P,10,2,False
4546,䥽,pō,P,13,2,False
4547,铎,duó,D,10,2,False
4548,氩,yà,Y,10,2,False
4549,氤,yīn,Y,10,2,False
4550,氦,hài,H,10,2,False
4551,毪,mú,M,10,2,False
4552,舐,shì,S,10,2,False
4553,秣,mò,M,10,2,False
4554,秫,shú,S,10,2,False
4555,盉,hé,H,10,2,False
4556,笄,jī,J,10,2,False
4557,笕,jiǎn,J,10,2,False
4558,笊,zhào,Z,10,2,False
4559,笏,hù,H,10,2,False
4560,笆,bā,B,10,2,False
4561,俸,fèng,F,10,2,False
4562,倩,qiàn,Q,10,2,False
4563,俵,biào,B,10,2,False
4564,偌,ruò,R,10,2,False
4565,俳,pái,P,10,2,False
4566,俶,chù,C,10,2,False
4567,倬,zhuō,Z,10,2,False
4568,倏,shū,S,10,2,False
4569,恁,nèn,N,10,2,False
4570,倭,wō,W,10,2,False
4571,倪,ní,N,10,2,False
4572,俾,bǐ,B,10,2,False
4573,倜,tì,T,10,2,False
4574,隼,sǔn,S,10,2,False
4575,隽,juàn,J,10,2,False
4576,倌,guān,G,10,2,False
4577,倥,kǒng,K,10,2,False
4578,臬,niè,N,10,2,False
4579,皋,gāo,G,10,2,False
4580,郫,pí,P,10,2,False
4581,倨,jù,J,10,2,False
4582,衄,nǜ,N,10,2,False
4583,颀,qí,Q,10,2,False
4584,徕,lái,L,10,2,False
4585,舫,fǎng,F,10,2,False
4586,釜,fǔ,F,10,2,False
4587,奚,xī,X,10,2,False
4588,衾,qīn,Q,10,2,False
4589,胯,kuà,K,10,2,False
4590,胱,guāng,G,10,2,False
4591,胴,dòng,D,10,2,False
4592,胭,yān,Y,10,2,False
4593,脍,kuài,K,10,2,False
4594,胼,pián,P,10,2,False
4595,朕,zhèn,Z,10,2,False
4596,脒,mǐ,M,10,2,False
4597,胺,àn,À,10,2,False
4598,鸱,chī,C,10,2,False
4599,玺,xǐ,X,10,2,False
4600,鸲,qú,Q,10,2,False
4601,狷,juàn,J,10,2,False
4602,猁,lì,L,10,2,False
4603,狳,yú,Y,10,2,False
4604,猃,xiǎn,X,10,2,False
4605,狺,yín,Y,10,2,False
4606,逖,tì,T,10,2,False
4607,桀,jié,J,10,2,False
4608,袅,niǎo,N,10,2,False
4609,饽,bō,B,10,2,False
4610,凇,sōng,S,10,2,False
4611,栾,luán,L,10,2,False
4612,挛,luán,L,10,2,False
4613,亳,bó,B,10,2,False
4614,疳,gān,G,10,2,False
4615,疴,kē,K,10,2,False
4616,疸,dǎn,D,10,2,False
4617,疽,jū,J,10,2,False
4618,痈,yōng,Y,10,2,False
4619,疱,pào,P,10,2,False
4620,痂,jiā,J,10,2,False
4621,痉,jìng,J,10,2,False
4622,衮,gǔn,G,10,2,False
4623,凋,diāo,D,10,2,False
4624,颃,háng,H,10,2,False
4625,恣,zì,Z,10,2,False
4626,旆,pèi,P,10,2,False
4627,旄,máo,M,10,2,False
4628,旃,zhān,Z,10,2,False
4629,阃,kǔn,K,10,2,False
4630,阄,jiū,J,10,2,False
4631,訚,yín,Y,10,2,False
4632,阆,làng,L,10,2,False
4633,恙,yàng,Y,10,2,False
4634,粑,bā,B,10,2,False
4635,朔,shuò,S,10,2,False
4636,郸,dān,D,10,2,False
4637,烜,xuǎn,X,10,2,False
4638,烨,yè,Y,10,2,False
4639,烩,huì,H,10,2,False
4640,烊,yáng|yàng,Y,10,2,True
4641,剡,shàn,S,10,2,False
4642,郯,tán,T,10,2,False
4643,烬,jìn,J,10,2,False
4644,涑,sù,S,10,2,False
4645,浯,wú,W,10,2,False
4646,涞,lái,L,10,2,False
4647,涟,lián,L,10,2,False
4648,娑,suō,S,10,2,False
4649,涅,niè,N,10,2,False
4650,涠,wéi,W,10,2,False
4651,浞,zhuó,Z,10,2,False
4652,涓,juān,J,10,2,False
4653,浥,yì,Y,10,2,False
4654,涔,cén,C,10,2,False
4655,浜,bāng,B,10,2,False
4656,浠,xī,X,10,2,False
4657,浣,huàn,H,10,2,False
4658,浚,jùn|xùn,J,10,2,True
4659,悚,sǒng,S,10,2,False
4660,悭,qiān,Q,10,2,False
4661,悝,kuī,K,10,2,False
4662,悒,yì,Y,10,2,False
4663,悌,tì,T,10,2,False
4664,悛,quān,Q,10,2,False
4665,宸,chén,C,10,2,False
4666,窈,yǎo,Y,10,2,False
4667,剜,wān,W,10,2,False
4668,诹,zōu,Z,10,2,False
4669,冢,zhǒng,Z,10,2,False
4670,诼,zhuó,Z,10,2,False
4671,袒,tǎn,T,10,2,False
4672,袢,pàn,P,10,2,False
4673,祯,zhēn,Z,10,2,False
4674,诿,wěi,W,10,2,False
4675,谀,yú,Y,10,2,False
4676,谂,shěn,S,10,2,False
4677,谄,chǎn,C,10,2,False
4678,谇,suì,S,10,2,False
4679,屐,jī,J,10,2,False
4680,屙,ē,Ē,10,2,False
4681,陬,zōu,Z,10,2,False
4682,勐,měng,M,10,2,False
4683,奘,zàng|zhuǎng,Z,10,2,True
4684,牂,zāng,Z,10,2,False
4685,蚩,chī,C,10,2,False
4686,陲,chuí,C,10,2,False
4687,姬,jī,J,10,2,False
4688,娠,shēn,S,10,2,False
4689,娌,lǐ,L,10,2,False
4690,娉,pīng,P,10,2,False
4691,娲,wā,W,10,2,False
4692,娩,miǎn,M,10,2,False
4693,娴,xián,X,10,2,False
4694,娣,dì,D,10,2,False
4695,娓,wěi,W,10,2,False
4696,婀,ē,Ē,10,2,False
4697,畚,běn,B,10,2,False
4698,逡,qūn,Q,10,2,False
4699,绠,gěng,G,10,2,False
4700,骊,lí,L,10,2,False
4701,绡,xiāo,X,10,2,False
4702,骋,chěng,C,10,2,False
4703,绥,suí,S,10,2,False
4704,绦,tāo,T,10,2,False
4705,绨,tì,T,10,2,False
4706,骎,qīn,Q,10,2,False
4707,邕,yōng,Y,10,2,False
4708,鸶,sī,S,10,2,False
4709,彗,huì,H,11,2,False
4710,耜,sì,S,11,2,False
4711,焘,tāo,T,11,2,False
4712,舂,chōng,C,11,2,False
4713,琏,liǎn,L,11,2,False
4714,琇,xiù,X,11,2,False
4715,麸,fū,F,11,2,False
4716,揶,yé,Y,11,2,False
4717,埴,zhí,Z,11,2,False
4718,埯,ǎn,Ǎ,11,2,False
4719,捯,dáo,D,11,2,False
4720,掳,lǔ,L,11,2,False
4721,掴,guāi,G,11,2,False
4722,埸,yì,Y,11,2,False
4723,埵,duǒ,D,11,2,False
4724,赧,nǎn,N,11,2,False
4725,埤,pì,P,11,2,False
4726,捭,bǎi,B,11,2,False
4727,逵,kuí,K,11,2,False
4728,埝,niàn,N,11,2,False
4729,堋,péng,P,11,2,False
4730,堍,tù,T,11,2,False
4731,掬,jū,J,11,2,False
4732,鸷,zhì,Z,11,2,False
4733,掖,yē|yè,Y,11,2,True
4734,捽,zuó,Z,11,2,False
4735,掊,póu|pǒu,P,11,2,True
4736,堉,yù,Y,11,2,False
4737,掸,dǎn,D,11,2,False
4738,捩,liè,L,11,2,False
4739,掮,qián,Q,11,2,False
4740,悫,què,Q,11,2,False
4741,埭,dài,D,11,2,False
4742,埽,sào,S,11,2,False
4743,掇,duō,D,11,2,False
4744,掼,guàn,G,11,2,False
4745,聃,dān,D,11,2,False
4746,菁,jīng,J,11,2,False
4747,萁,qí,Q,11,2,False
4748,菘,sōng,S,11,2,False
4749,堇,jǐn,J,11,2,False
4750,萘,nài,N,11,2,False
4751,萋,qī,Q,11,2,False
4752,菽,shū,S,11,2,False
4753,菖,chāng,C,11,2,False
4754,萜,tiē,T,11,2,False
4755,萸,yú,Y,11,2,False
4756,萑,huán,H,11,2,False
4757,棻,fēn,F,11,2,False
4758,菔,fú,F,11,2,False
4759,菟,tù,T,11,2,False
4760,萏,dàn,D,11,2,False
4761,萃,cuì,C,11,2,False
4762,菏,hé,H,11,2,False
4763,菹,zū,Z,11,2,False
4764,菪,dàng,D,11,2,False
4765,菅,jiān,J,11,2,False
4766,菀,wǎn,W,11,2,False
4767,萦,yíng,Y,12,2,False
4768,菰,gū,G,11,2,False
4769,菡,hàn,H,11,2,False
4770,梵,fàn,F,11,2,False
4771,梿,lián,L,11,2,False
4772,梏,gù,G,11,2,False
4773,觋,xí,X,11,2,False
4774,桴,fú,F,11,2,False
4775,桷,jué,J,11,2,False
4776,梓,zǐ,Z,11,2,False
4777,棁,zhuō,Z,11,2,False
4778,桫,suō,S,11,2,False
4779,棂,líng,L,11,2,False
4780,啬,sè,S,11,2,False
4781,郾,yǎn,Y,11,2,False
4782,匮,kuì,K,11,2,False
4783,敕,chì,C,11,2,False
4784,豉,chǐ,C,11,2,False
4785,鄄,juàn,J,11,2,False
4786,酞,tài,T,11,2,False
4787,酚,fēn,F,11,2,False
4788,戛,gā|jiá,G,11,2,True
4789,硎,xíng,X,11,2,False
4790,硭,máng,M,11,2,False
4791,硒,xī,X,11,2,False
4792,硖,xiá,X,11,2,False
4793,硗,qiāo,Q,11,2,False
4794,硐,dòng,D,11,2,False
4795,硇,náo,N,11,2,False
4796,硌,gè,G,11,2,False
4797,鸸,ér,É,11,2,False
4798,瓠,hù,H,11,2,False
4799,匏,páo,P,11,2,False
4800,厩,jiù,J,11,2,False
4801,龚,gōng,G,11,2,False
4802,殒,yǔn,Y,11,2,False
4803,殓,liàn,L,11,2,False
4804,殍,piǎo,P,11,2,False
4805,赉,lài,L,11,2,False
4806,雩,yú,Y,11,2,False
4807,辄,zhé,Z,11,2,False
4808,堑,qiàn,Q,11,2,False
4809,眭,suī,S,11,2,False
4810,眦,zì,Z,11,2,False
4811,啧,zé,Z,11,2,False
4812,晡,bū,B,11,2,False
4813,晤,wù,W,11,2,False
4814,眺,tiào,T,11,2,False
4815,眵,chī,C,11,2,False
4816,眸,móu,M,11,2,False
4817,圊,qīng,Q,11,2,False
4818,喏,nuò,N,11,2,False
4819,喵,miāo,M,11,2,False
4820,啉,lín,L,11,2,False
4821,勖,xù,X,11,2,False
4822,晞,xī,X,11,2,False
4823,唵,ǎn,Ǎ,11,2,False
4824,晗,hán,H,11,2,False
4825,冕,miǎn,M,11,2,False
4826,啭,zhuàn,Z,11,2,False
4827,畦,qí,Q,11,2,False
4828,趺,fū,F,11,2,False
4829,啮,niè,N,11,2,False
4830,跄,qiàng,Q,11,2,False
4831,蚶,hān,H,11,2,False
4832,蛄,gū|gǔ,G,11,2,True
4833,蛎,lì,L,11,2,False
4834,蛆,qū,Q,11,2,False
4835,蚰,yóu,Y,11,2,False
4836,蛊,gǔ,G,11,2,False
4837,圉,yǔ,Y,11,2,False
4838,蚱,zhà,Z,11,2,False
4839,蛉,líng,L,11,2,False
4840,蛏,chēng,C,11,2,False
4841,蚴,yòu,Y,11,2,False
4842,啁,zhāo|zhōu,Z,11,2,True
4843,啕,táo,T,11,2,False
4844,唿,hū,H,11,2,False
4845,啐,cuì,C,11,2,False
4846,唼,shà,S,11,2,False
4847,唷,yō,Y,11,2,False
4848,啖,dàn,D,11,2,False
4849,啵,bo,B,11,2,False
4850,啶,dìng,D,11,2,False
4851,啷,lāng,L,11,2,False
4852,唳,lì,L,11,2,False
4853,唰,shuā,S,11,2,False
4854,啜,chuài|chuò,C,11,2,True
4855,帻,zé,Z,11,2,False
4856,崚,léng,L,11,2,False
4857,崦,yān,Y,11,2,False
4858,帼,guó,G,11,2,False
4859,崮,gù,G,11,2,False
4860,崤,xiáo,X,11,2,False
4861,崆,kōng,K,11,2,False
4862,赇,qiú,Q,11,2,False
4863,赈,zhèn,Z,11,2,False
4864,赊,shē,S,11,2,False
4865,铑,lǎo,L,11,2,False
4866,铒,ěr,Ě,11,2,False
4867,铗,jiá,J,11,2,False
4868,铙,náo,N,11,2,False
4869,铟,yīn,Y,11,2,False
4870,铠,kǎi,K,11,2,False
4871,铡,zhá,Z,11,2,False
4872,铢,zhū,Z,11,2,False
4873,铣,xǐ,X,11,2,False
4874,铤,tǐng,T,11,2,False
4875,铧,huá,H,11,2,False
4876,铨,quán,Q,11,2,False
4877,铩,shā,S,11,2,False
4878,铪,hā,H,11,2,False
4879,铫,diào|yáo,D,11,2,True
4880,铬,gè,G,11,2,False
4881,铮,zhēng,Z,11,2,False
4882,铯,sè,S,11,2,False
4883,铰,jiǎo,J,11,2,False
4884,铱,yī,Y,11,2,False
4885,铳,chòng,C,11,2,False
4886,铵,ǎn,Ǎ,11,2,False
4887,铷,rú,R,11,2,False
4888,氪,kè,K,11,2,False
4889,牾,wǔ,W,11,2,False
4890,鸹,guā,G,11,2,False
4891,秾,nóng,N,11,2,False
4892,逶,wēi,W,11,2,False
4893,笺,jiān,J,11,2,False
4894,筇,qióng,Q,11,2,False
4895,笸,pǒ,P,11,2,False
4896,笪,dá,D,11,2,False
4897,笮,zé|zuó,Z,11,2,True
4898,笠,lì,L,11,2,False
4899,笥,sì,S,11,2,False
4900,笤,tiáo,T,11,2,False
4901,笳,jiā,J,11,2,False
4902,笾,biān,B,11,2,False
4903,笞,chī,C,11,2,False
4904,偾,fèn,F,11,2,False
4905,偃,yǎn,Y,11,2,False
4906,偕,xié,X,11,2,False
4907,偈,jì,J,11,2,False
4908,傀,kuǐ,K,11,2,False
4909,偬,zǒng,Z,11,2,False
4910,偻,lóu|lǚ,L,11,2,True
4911,皑,ái,Á,11,2,False
4912,皎,jiǎo,J,11,2,False
4913,鸻,héng,H,11,2,False
4914,徜,cháng,C,11,2,False
4915,舸,gě,G,11,2,False
4916,舻,lú,L,11,2,False
4917,舴,zé,Z,11,2,False
4918,舷,xián,X,11,2,False
4919,龛,kān,K,11,2,False
4920,翎,líng,L,11,2,False
4921,脬,pāo,P,11,2,False
4922,脘,wǎn,W,11,2,False
4923,脲,niào,N,11,2,False
4924,匐,fú,F,11,2,False
4925,猗,yī,Y,11,2,False
4926,猡,luó,L,11,2,False
4927,猞,shē,S,11,2,False
4928,猝,cù,C,11,2,False
4929,斛,hú,H,11,2,False
4930,猕,mí,M,11,2,False
4931,馗,kuí,K,11,2,False
4932,馃,guǒ,G,11,2,False
4933,馄,hún,H,11,2,False
4934,鸾,luán,L,11,2,False
4935,孰,shú,S,11,2,False
4936,庹,tuǒ,T,11,2,False
4937,庾,yǔ,Y,11,2,False
4938,痔,zhì,Z,11,2,False
4939,痍,yí,Y,11,2,False
4940,疵,cī,C,11,2,False
4941,翊,yì,Y,11,2,False
4942,旌,jīng,J,11,2,False
4943,旎,nǐ,N,11,2,False
4944,袤,mào,M,11,2,False
4945,阇,dū|shé,D,11,2,True
4946,阈,yù,Y,11,2,False
4947,阉,yān,Y,11,2,False
4948,阊,chāng,C,11,2,False
4949,阋,xì,X,11,2,False
4950,阍,hūn,H,11,2,False
4951,阏,yān,Y,11,2,False
4952,羟,qiǎng,Q,11,2,False
4953,粝,lì,L,11,2,False
4954,粕,pò,P,11,2,False
4955,敝,bì,B,11,2,False
4956,焐,wù,W,11,2,False
4957,烯,xī,X,11,2,False
4958,焓,hán,H,11,2,False
4959,烽,fēng,F,11,2,False
4960,焖,mèn,M,11,2,False
4961,烷,wán,W,11,2,False
4962,焗,jú,J,11,2,False
4963,渍,zì,Z,11,2,False
4964,渚,zhǔ,Z,11,2,False
4965,淇,qí,Q,11,2,False
4966,淅,xī,X,11,2,False
4967,淞,sōng,S,11,2,False
4968,渎,dú,D,11,2,False
4969,涿,zhuō,Z,11,2,False
4970,淖,nào,N,11,2,False
4971,挲,sā|suō,S,11,2,True
4972,淠,pì,P,11,2,False
4973,涸,hé,H,11,2,False
4974,渑,miǎn,M,11,2,False
4975,淦,gàn,G,11,2,False
4976,淝,féi,F,11,2,False
4977,淬,cuì,C,11,2,False
4978,涪,fú,F,11,2,False
4979,淙,cóng,C,11,2,False
4980,涫,guàn,G,11,2,False
4981,渌,lù,L,11,2,False
4982,淄,zī,Z,11,2,False
4983,惬,qiè,Q,11,2,False
4984,悻,xìng,X,11,2,False
4985,悱,fěi,F,11,2,False
4986,惝,chǎng,C,11,2,False
4987,惘,wǎng,W,11,2,False
4988,悸,jì,J,11,2,False
4989,惆,chóu,C,11,2,False
4990,惚,hū,H,11,2,False
4991,惇,dūn,D,11,2,False
4992,惮,dàn,D,11,2,False
4993,窕,tiǎo,T,11,2,False
4994,谌,chén,C,11,2,False
4995,谏,jiàn,J,11,2,False
4996,扈,hù,H,11,2,False
4997,皲,jūn,J,11,2,False
4998,谑,xuè,X,11,2,False
4999,裆,dāng,D,11,2,False
5000,袷,qiā,Q,11,2,False
5001,裉,kèn,K,11,2,False
5002,谒,yè,Y,11,2,False
5003,谔,è,È,11,2,False
5004,谕,yù,Y,11,2,False
5005,谖,xuān,X,11,2,False
5006,谗,chán,C,11,2,False
5007,谙,ān,Ā,11,2,False
5008,谛,dì,D,11,2,False
5009,谝,piǎn,P,11,2,False
5010,逯,lù,L,11,2,False
5011,郿,méi,M,11,2,False
5012,隈,wēi,W,11,2,False
5013,粜,tiào,T,11,2,False
5014,隍,huáng,H,11,2,False
5015,隗,wěi,W,11,2,False
5016,婧,jìng,J,11,2,False
5017,婊,biǎo,B,11,2,False
5018,婕,jié,J,11,2,False
5019,娼,chāng,C,11,2,False
5020,婢,bì,B,11,2,False
5021,婵,chán,C,11,2,False
5022,胬,nǔ,N,11,2,False
5023,袈,jiā,J,11,2,False
5024,翌,yì,Y,11,2,False
5025,恿,yǒng,Y,11,2,False
5026,欸,ǎi|ê̄|ế|ê̌|ề,Ǎ,11,2,True
5027,绫,líng,L,11,2,False
5028,骐,qí,Q,11,2,False
5029,绮,qǐ,Q,11,2,False
5030,绯,fēi,F,11,2,False
5031,绱,shàng,S,11,2,False
5032,骒,kè,K,11,2,False
5033,绲,gǔn,G,11,2,False
5034,骓,zhuī,Z,11,2,False
5035,绶,shòu,S,11,2,False
5036,绺,liǔ,L,11,2,False
5037,绻,quǎn,Q,11,2,False
5038,绾,wǎn,W,11,2,False
5039,骖,cān,C,11,2,False
5040,缁,zī,Z,11,2,False
5041,耠,huō,H,12,2,False
5042,琫,běng,B,12,2,False
5043,琵,pí,P,12,2,False
5044,琶,pá,P,12,2,False
5045,琪,qí,Q,12,2,False
5046,瑛,yīng,Y,12,2,False
5047,琦,qí,Q,12,2,False
5048,琥,hǔ,H,12,2,False
5049,琨,kūn,K,12,2,False
5050,靓,jìng|liàng,J,12,2,True
5051,琰,yǎn,Y,12,2,False
5052,琮,cóng,C,12,2,False
5053,琯,guǎn,G,12,2,False
5054,琬,wǎn,W,12,2,False
5055,琛,chēn,C,12,2,False
5056,琚,jū,J,12,2,False
5057,辇,niǎn,N,12,2,False
5058,鼋,yuán,Y,12,2,False
5059,揳,xiē,X,12,2,False
5060,堞,dié,D,12,2,False
5061,搽,chá,C,12,2,False
5062,揸,zhā,Z,12,2,False
5063,揠,yà,Y,12,2,False
5064,堙,yīn,Y,12,2,False
5065,趄,jū|qiè,J,12,2,True
5066,揖,yī,Y,12,2,False
5067,颉,jié|xié,J,12,2,True
5068,塄,léng,L,12,2,False
5069,揿,qìn,Q,12,2,False
5070,耋,dié,D,12,2,False
5071,揄,yú,Y,12,2,False
5072,蛩,qióng,Q,12,2,False
5073,蛰,zhé,Z,12,2,False
5074,塆,wān,W,12,2,False
5075,摒,bìng,B,12,2,False
5076,揆,kuí,K,12,2,False
5077,掾,yuàn,Y,12,2,False
5078,聒,guō,G,12,2,False
5079,葑,fēng,F,12,2,False
5080,葚,rèn|shèn,R,12,2,True
5081,靰,wù,W,12,2,False
5082,靸,sǎ,S,12,2,False
5083,葳,wēi,W,12,2,False
5084,葺,qì,Q,12,2,False
5085,葸,xǐ,X,12,2,False
5086,萼,è,È,12,2,False
5087,葆,bǎo,B,12,2,False
5088,葩,pā,P,12,2,False
5089,葶,tíng,T,12,2,False
5090,蒌,lóu,L,12,2,False
5091,萱,xuān,X,12,2,False
5092,戟,jǐ,J,12,2,False
5093,葭,jiā,J,12,2,False
5094,楮,chǔ,C,12,2,False
5095,棼,fén,F,12,2,False
5096,椟,dú,D,12,2,False
5097,棹,zhào,Z,12,2,False
5098,椤,luó,L,12,2,False
5099,棰,chuí,C,12,2,False
5100,赍,jī,J,12,2,False
5101,椋,liáng,L,12,2,False
5102,椁,guǒ,G,12,2,False
5103,椪,pèng,P,12,2,False
5104,棣,dì,D,12,2,False
5105,椐,jū,J,12,2,False
5106,鹁,bó,B,12,2,False
5107,覃,qín|tán,Q,12,2,True
5108,酤,gū,G,12,2,False
5109,酢,zuò,Z,12,2,False
5110,酡,tuó,T,12,2,False
5111,鹂,lí,L,12,2,False
5112,厥,jué,J,12,2,False
5113,殚,dān,D,12,2,False
5114,殛,jí,J,12,2,False
5115,雯,wén,W,12,2,False
5116,雱,pāng,P,12,2,False
5117,辊,gǔn,G,12,2,False
5118,辋,wǎng,W,12,2,False
5119,椠,qiàn,Q,12,2,False
5120,辍,chuò,C,12,2,False
5121,辎,zī,Z,12,2,False
5122,斐,fěi,F,12,2,False
5123,睄,shào,S,12,2,False
5124,睑,jiǎn,J,12,2,False
5125,睇,dì,D,12,2,False
5126,睃,suō,S,12,2,False
5127,戢,jí,J,12,2,False
5128,喋,dié|zhá,D,12,2,True
5129,嗒,dā,D,12,2,False
5130,喃,nán,N,12,2,False
5131,喱,lí,L,12,2,False
5132,喹,kuí,K,12,2,False
5133,晷,guǐ,G,12,2,False
5134,喈,jiē,J,12,2,False
5135,跖,zhí,Z,12,2,False
5136,跗,fū,F,12,2,False
5137,跞,lì,L,12,2,False
5138,跚,shān,S,12,2,False
5139,跎,tuó,T,12,2,False
5140,跏,jiā,J,12,2,False
5141,跆,tái,T,12,2,False
5142,蛱,jiá,J,12,2,False
5143,蛲,náo,N,12,2,False
5144,蛭,zhì,Z,12,2,False
5145,蛳,sī,S,12,2,False
5146,蛐,qū,Q,12,2,False
5147,蛔,huí,H,12,2,False
5148,蛞,kuò,K,12,2,False
5149,蛴,qí,Q,12,2,False
5150,蛟,jiāo,J,12,2,False
5151,蛘,yáng,Y,12,2,False
5152,喁,yóng|yú,Y,12,2,True
5153,喟,kuì,K,12,2,False
5154,啾,jiū,J,12,2,False
5155,嗖,sōu,S,12,2,False
5156,喑,yīn,Y,12,2,False
5157,嗟,jiē,J,12,2,False
5158,喽,lóu|lou,L,12,2,True
5159,嗞,zī,Z,12,2,False
5160,喀,kā,K,12,2,False
5161,喔,wō,W,12,2,False
5162,喙,huì,H,12,2,False
5163,嵘,róng,R,12,2,False
5164,嵖,chá,C,12,2,False
5165,崴,wǎi,W,12,2,False
5166,遄,chuán,C,12,2,False
5167,詈,lì,L,12,2,False
5168,嵎,yú,Y,12,2,False
5169,崽,zǎi,Z,12,2,False
5170,嵬,wéi,W,12,2,False
5171,嵛,yú,Y,12,2,False
5172,嵯,cuó,C,12,2,False
5173,嵝,lǒu,L,12,2,False
5174,嵫,zī,Z,12,2,False
5175,幄,wò,W,12,2,False
5176,嵋,méi,M,12,2,False
5177,赕,dǎn,D,12,2,False
5178,铻,wú,W,12,2,False
5179,铼,lái,L,12,2,False
5180,铿,kēng,K,12,2,False
5181,锃,zèng,Z,12,2,False
5182,锂,lǐ,L,12,2,False
5183,锆,gào,G,12,2,False
5184,锇,é,É,12,2,False
5185,锉,cuò,C,12,2,False
5186,锏,jiǎn,J,12,2,False
5187,锑,tī,T,12,2,False
5188,锒,láng,L,12,2,False
5189,锔,jū|jú,J,12,2,True
5190,锕,ā,Ā,12,2,False
5191,掣,chè,C,12,2,False
5192,矬,cuó,C,12,2,False
5193,氰,qíng,Q,12,2,False
5194,毳,cuì,C,12,2,False
5195,毽,jiàn,J,12,2,False
5196,犊,dú,D,12,2,False
5197,犄,jī,J,12,2,False
5198,犋,jù,J,12,2,False
5199,鹄,gǔ|hú,G,12,2,True
5200,犍,jiān|qián,J,12,2,True
5201,嵇,jī,J,12,2,False
5202,黍,shǔ,S,12,2,False
5203,稃,fū,F,12,2,False
5204,稂,láng,L,12,2,False
5205,筚,bì,B,12,2,False
5206,筵,yán,Y,12,2,False
5207,筌,quán,Q,12,2,False
5208,傣,dǎi,D,12,2,False
5209,傈,lì,L,12,2,False
5210,舄,xì,X,12,2,False
5211,牍,dú,D,12,2,False
5212,傥,tǎng,T,12,2,False
5213,傧,bīn,B,12,2,False
5214,遑,huáng,H,12,2,False
5215,傩,nuó,N,12,2,False
5216,遁,dùn,D,12,2,False
5217,徨,huáng,H,12,2,False
5218,媭,xū,X,12,2,False
5219,畲,shē,S,12,2,False
5220,弑,shì,S,12,2,False
5221,颌,hé,H,12,2,False
5222,翕,xī,X,12,2,False
5223,釉,yòu,Y,12,2,False
5224,鹆,yù,Y,12,2,False
5225,舜,shùn,S,12,2,False
5226,貂,diāo,D,12,2,False
5227,腈,jīng,J,12,2,False
5228,腌,ā|yān,Ā,12,2,True
5229,腓,féi,F,12,2,False
5230,腆,tiǎn,T,12,2,False
5231,腴,yú,Y,12,2,False
5232,腑,fǔ,F,12,2,False
5233,腚,dìng,D,12,2,False
5234,腱,jiàn,J,12,2,False
5235,鱿,yóu,Y,12,2,False
5236,鲀,tún,T,12,2,False
5237,鲂,fáng,F,12,2,False
5238,颍,yǐng,Y,12,2,False
5239,猢,hú,H,12,2,False
5240,猹,chá,C,12,2,False
5241,猥,wěi,W,12,2,False
5242,飓,jù,J,12,2,False
5243,觞,shāng,S,12,2,False
5244,觚,gū,G,12,2,False
5245,猱,náo,N,12,2,False
5246,颎,jiǒng,J,12,2,False
5247,飧,sūn,S,12,2,False
5248,馇,chā|zha,C,12,2,True
5249,馊,sōu,S,12,2,False
5250,亵,xiè,X,12,2,False
5251,脔,luán,L,12,2,False
5252,裒,póu,P,12,2,False
5253,痣,zhì,Z,12,2,False
5254,痨,láo,L,12,2,False
5255,痦,wù,W,12,2,False
5256,痞,pǐ,P,12,2,False
5257,痤,cuó,C,12,2,False
5258,痫,xián,X,12,2,False
5259,痧,shā,S,12,2,False
5260,赓,gēng,G,12,2,False
5261,竦,sǒng,S,12,2,False
5262,瓿,bù,B,12,2,False
5263,啻,chì,C,12,2,False
5264,颏,kē|ké,K,12,2,True
5265,鹇,xián,X,12,2,False
5266,阑,lán,L,12,2,False
5267,阒,qù,Q,12,2,False
5268,阕,què,Q,12,2,False
5269,粞,xī,X,12,2,False
5270,遒,qiú,Q,12,2,False
5271,孳,zī,Z,12,2,False
5272,焯,chāo,C,12,2,False
5273,焜,kūn,K,12,2,False
5274,焙,bèi,B,12,2,False
5275,焱,yàn,Y,12,2,False
5276,鹈,tí,T,12,2,False
5277,湛,zhàn,Z,12,2,False
5278,渫,xiè,X,12,2,False
5279,湮,yān,Y,12,2,False
5280,湎,miǎn,M,12,2,False
5281,湜,shí,S,12,2,False
5282,渭,wèi,W,12,2,False
5283,湍,tuān,T,12,2,False
5284,湫,jiǎo|qiū,J,12,2,True
5285,溲,sōu,S,12,2,False
5286,湟,huáng,H,12,2,False
5287,溆,xù,X,12,2,False
5288,湲,yuán,Y,12,2,False
5289,湔,jiān,J,12,2,False
5290,湉,tián,T,12,2,False
5291,渥,wò,W,12,2,False
5292,湄,méi,M,12,2,False
5293,滁,chú,C,12,2,False
5294,愠,yùn,Y,12,2,False
5295,惺,xīng,X,12,2,False
5296,愦,kuì,K,12,2,False
5297,惴,zhuì,Z,12,2,False
5298,愀,qiǎo,Q,12,2,False
5299,愎,bì,B,12,2,False
5300,愔,yīn,Y,12,2,False
5301,喾,kù,K,12,2,False
5302,寐,mèi,M,12,2,False
5303,谟,mó,M,12,2,False
5304,扉,fēi,F,12,2,False
5305,裢,lián,L,12,2,False
5306,裎,chéng|chěng,C,12,2,True
